habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
6;3;0;152 m²;228 m²;2;No definida;9 a 15 años;No definida;$ 2.302.631,58*m²;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;Casa;Salazar usme;350000000
1;2;1;59 m²;59 m²;6;No definida;1 a 8 años;$ 512.000 COP;$ 8.813.559,32*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;SANTA BARBARA CENTRAL;520000000
4;3;1;109 m²;0 m²;3;Bueno;16 a 30 años;$ 160.000 COP;$ 3.348.623,85*m²;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;El Cortijo;365000000
3;3;1;127 m²;0 m²;4;Excelente;9 a 15 años;$ 299.000 COP;$ 3.779.527,56*m²;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Casa;Suba la Campiña;480000000
3;3;2;113 m²;0 m²;5;Excelente;9 a 15 años;$ 787.000 COP;$ 5.743.362,83*m²;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Bella suiza;649000000
1;4;0;80 m²;0 m²;2;No definida;16 a 30 años;No definida;$ 4.875.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa Atalayas;390000000
4;6;4;556,98 m²;530 m²;6;Excelente;16 a 30 años;$ 3.300.000 COP;$ 12.567.776,22*m²;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Alta;7000000000
3;3;1;88 m²;81 m²;4;Bueno;1 a 8 años;$ 406.000 COP;$ 5.852.272,73*m²;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;Barrancas;515000000
1;2;2;95 m²;0 m²;6;Excelente;1 a 8 años;$ 820.000 COP;$ 9.000.000*m²;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;Apartamento;El Refugio;855000000
4;4;3;243 m²;200 m²;3;Bueno;16 a 30 años;No definida;$ 2.469.135,8*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Casa;Marsella;600000000
3;2;3;130 m²;0 m²;4;Excelente;menor a 1 año;$ 400.000 COP;$ 6.769.230,77*m²;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Paredes;880000000
4;3;2;140 m²;140 m²;6;Excelente;1 a 8 años;$ 1.500.000 COP;$ 6.785.714,29*m²;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;950000000
3;4;3;311 m²;311 m²;4;Bueno;9 a 15 años;$ 890.000 COP;$ 5.003.215,43*m²;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Casa;Cerros de Suba;1556000000
4;4;2;143 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 4.545.454,55*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;Casa;Santa María del Lago;650000000
3;5;4;420 m²;420 m²;6;Excelente;16 a 30 años;$ 1.050.000 COP;$ 3.690.476,19*m²;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;Apartamento;La Carolina;1550000000
3;1;0;51 m²;46 m²;3;Bueno;9 a 15 años;$ 210.000 COP;$ 4.117.647,06*m²;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Colina;210000000
2;3;2;156 m²;156 m²;6;No definida;más de 30 años;No definida;$ 6.089.743,59*m²;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;Apartamento;La Cabrera;950000000
5;3;2;260 m²;260 m²;4;No definida;más de 30 años;No definida;$ 3.807.692,31*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Modelia;990000000
3;2;2;94 m²;0 m²;4;Excelente;9 a 15 años;$ 380.000 COP;$ 5.085.106,38*m²;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Portales del norte;478000000
5;7;4;570 m²;0 m²;5;Excelente;9 a 15 años;$ 1.200.000 COP;$ 5.087.017,54*m²;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;San José de Bavaria;2899600000
3;4;2;117 m²;0 m²;5;Excelente;16 a 30 años;$ 670.000 COP;$ 5.085.470,09*m²;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogotá;595000000
4;4;2;160 m²;0 m²;4;Excelente;9 a 15 años;No definida;$ 6.562.500*m²;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafé;1050000000
1;3;2;336 m²;300 m²;4;Bueno;16 a 30 años;No definida;$ 3.184.523,81*m²;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
2;2;2;77 m²;0 m²;6;Bueno;1 a 8 años;$ 555.000 COP;$ 10.259.740,26*m²;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Chicó;790000000
3;4;3;200 m²;185 m²;6;Excelente;1 a 8 años;$ 1.050.000 COP;$ 9.500.000*m²;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Alta;1900000000
3;2;1;88 m²;88 m²;6;Excelente;1 a 8 años;No definida;$ 6.250.000*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Casablanca;550000000
4;2;1;98 m²;0 m²;3;Bueno;16 a 30 años;$ 285.000 COP;$ 4.285.714,29*m²;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;420000000
4;3;0;280 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 1.142.857,14*m²;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;2;1;100 m²;100 m²;3;No definida;9 a 15 años;$ 231.000 COP;$ 4.150.000*m²;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;Apartamento;Alameda;415000000
2;2;2;191 m²;191 m²;6;Excelente;16 a 30 años;No definida;$ 6.020.942,41*m²;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;El Refugio;1150000000
4;4;2;200 m²;0 m²;4;Excelente;16 a 30 años;No definida;$ 3.250.000*m²;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Casa;Cedritos;650000000
8;3;0;216 m²;190 m²;3;Bueno;16 a 30 años;No definida;$ 1.365.740,74*m²;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;Casa;Santa Catalina;295000000
3;3;3;130 m²;130 m²;5;No definida;más de 30 años;$ 630.000 COP;$ 4.230.769,23*m²;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;550000000
4;4;1;163 m²;163 m²;4;No definida;más de 30 años;No definida;$ 2.944.785,28*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;480000000
3;2;0;77 m²;77 m²;4;Excelente;más de 30 años;$ 70.000 COP;$ 4.935.064,94*m²;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;1;84 m²;76 m²;3;Bueno;1 a 8 años;No definida;$ 4.142.857,14*m²;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;Pinos de Lombardia;348000000
4;3;0;280 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 1.142.857,14*m²;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
2;3;2;122 m²;122 m²;6;Bueno;1 a 8 años;$ 730.000 COP;$ 10.081.967,21*m²;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;1230000000
2;2;0;49 m²;49 m²;3;Excelente;menor a 1 año;$ 50.000 COP;$ 4.265.306,12*m²;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Bravo Paez;209000000
2;4;2;290 m²;290 m²;6;Bueno;más de 30 años;$ 2.150.000 COP;$ 6.724.137,93*m²;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;La Cabrera;1950000000
3;3;2;129 m²;129 m²;5;Bueno;16 a 30 años;$ 397.000 COP;$ 5.658.914,73*m²;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Casa;DelMonte;730000000
3;2;2;84 m²;0 m²;4;Excelente;16 a 30 años;$ 400.000 COP;$ 5.357.142,86*m²;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Colina Campestre;450000000
3;2;1;73 m²;0 m²;3;Bueno;9 a 15 años;$ 215.000 COP;$ 4.109.589,04*m²;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Turingia;300000000
2;2;2;73 m²;68 m²;4;Bueno;1 a 8 años;$ 280.000 COP;$ 7.808.219,18*m²;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;570000000
2;2;1;68 m²;0 m²;5;Bueno;más de 30 años;$ 415.000 COP;$ 6.176.470,59*m²;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Virrey;420000000
2;3;2;91 m²;0 m²;5;Excelente;1 a 8 años;$ 413.000 COP;$ 8.791.208,79*m²;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Bárbara Occidental;800000000
2;2;1;70 m²;70 m²;5;No definida;más de 30 años;$ 679.000 COP;$ 8.285.714,29*m²;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;El Nogal;580000000
4;5;2;345 m²;338 m²;6;Excelente;más de 30 años;$ 1.700.000 COP;$ 10.869.565,22*m²;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;El Refugio;3750000000
4;1;0;66 m²;66 m²;2;Bueno;9 a 15 años;$ 50.000 COP;$ 1.500.000*m²;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;Casa;Bosa Laureles;99000000
3;2;1;72 m²;72 m²;4;No definida;9 a 15 años;$ 235.000 COP;$ 4.444.444,44*m²;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Santa Teresa;320000000
3;3;2;92 m²;92 m²;6;Excelente;9 a 15 años;$ 511.000 COP;$ 6.793.478,26*m²;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Rincon del chico;625000000
3;2;1;100 m²;0 m²;4;Bueno;9 a 15 años;$ 245.000 COP;$ 4.050.000*m²;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Gilmar;405000000
2;2;1;92 m²;92 m²;4;No definida;9 a 15 años;$ 622.000 COP;$ 6.521.739,13*m²;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;Apartamento;Centro Internacional;600000000
6;4;2;246 m²;0 m²;4;Excelente;más de 30 años;No definida;$ 3.170.731,71*m²;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;Casa;Modelo;780000000
3;4;2;130 m²;130 m²;4;Bueno;16 a 30 años;$ 503.000 COP;$ 4.292.307,69*m²;0;1;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Cedritos;558000000
2;2;2;131 m²;131 m²;4;Bueno;16 a 30 años;$ 739.000 COP;$ 6.717.557,25*m²;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Los Rosales;880000000
No definida;No definida;0;250 m²;91 m²;3;Bueno;más de 30 años;No definida;$ 2.600.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Fernando;650000000
3;2;2;110 m²;100 m²;5;Excelente;menor a 1 año;$ 280.000 COP;$ 6.354.545,45*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Nicolas de federman;699000000
4;2;1;115 m²;95 m²;4;Excelente;16 a 30 años;$ 300.000 COP;$ 4.000.000*m²;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;460000000
2;2;1;61,08 m²;56 m²;3;Excelente;menor a 1 año;$ 214.000 COP;$ 3.929.273,08*m²;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Fontibón;240000000
1;2;1;49,61 m²;43,6 m²;3;No definida;1 a 8 años;$ 364.500 COP;$ 7.861.318,28*m²;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;Las nieves;390000000
4;5;6;532 m²;1.440 m²;6;Excelente;1 a 8 años;$ 1.355.000 COP;$ 4.323.308,27*m²;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;Guaymaral;2300000000
2;2;2;66 m²;66 m²;6;Bueno;1 a 8 años;$ 700.000 COP;$ 9.393.939,39*m²;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;Santa Bárbara;620000000
1;2;2;70 m²;105 m²;1;Excelente;9 a 15 años;$ 320.000 COP;$ 7.857.142,86*m²;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Chico norte;550000000
4;3;1;130 m²;130 m²;3;Excelente;menor a 1 año;No definida;$ 2.692.307,69*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;Casa;Zona Noroccidente;350000000
12;6;0;330 m²;0 m²;3;Bueno;16 a 30 años;No definida;$ 2.018.181,82*m²;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;Casa;Venecia;666000000
2;2;0;56 m²;56 m²;3;No definida;1 a 8 años;$ 165.000 COP;$ 4.821.428,57*m²;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;Apartamento;Santa monica;270000000
3;2;2;97 m²;0 m²;5;Excelente;menor a 1 año;$ 300.000 COP;$ 6.907.216,49*m²;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;Apartamento;San jose de bavaria;670000000
3;2;2;136 m²;136 m²;6;No definida;16 a 30 años;$ 933.000 COP;$ 5.882.352,94*m²;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;San Patricio;800000000
2;3;2;95 m²;95 m²;6;Excelente;16 a 30 años;$ 545.000 COP;$ 5.789.473,68*m²;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;Apartamento;Chicó;550000000
2;2;1;59 m²;59 m²;3;Bueno;16 a 30 años;$ 278.500 COP;$ 4.322.033,9*m²;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Prado Pinzon;255000000
4;4;2;143 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 4.545.454,55*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;Casa;Santa María del Lago;650000000
4;3;1;102 m²;102 m²;5;Bueno;más de 30 años;$ 620.000 COP;$ 5.098.039,22*m²;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Alhambra;520000000
3;3;1;112 m²;112 m²;4;Excelente;más de 30 años;$ 638.000 COP;$ 4.017.857,14*m²;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Puente Largo;450000000
3;2;3;80 m²;80 m²;4;Bueno;9 a 15 años;$ 450.000 COP;$ 5.500.000*m²;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;Apartamento;Club de los lagartos;440000000
3;2;1;60 m²;60 m²;3;Excelente;9 a 15 años;$ 215.000 COP;$ 4.833.333,33*m²;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Sotavento;290000000
4;2;1;90 m²;0 m²;3;Excelente;1 a 8 años;$ 198.000 COP;$ 4.000.000*m²;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Nueva Castilla;360000000
3;5;6;390 m²;800 m²;5;Excelente;1 a 8 años;$ 1.050.000 COP;$ 6.410.256,41*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San José de Bavaria;2500000000
2;1;0;45 m²;45 m²;3;Excelente;9 a 15 años;$ 88.500 COP;$ 3.555.555,56*m²;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Tintal;160000000
5;3;1;200 m²;160 m²;4;Bueno;más de 30 años;No definida;$ 3.500.000*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Palermo;700000000
3;4;2;117 m²;0 m²;5;Excelente;16 a 30 años;$ 670.000 COP;$ 5.085.470,09*m²;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogotá;595000000
1;3;2;336 m²;300 m²;4;Bueno;16 a 30 años;No definida;$ 3.184.523,81*m²;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
3;2;1;77 m²;77 m²;4;Bueno;9 a 15 años;$ 270.000 COP;$ 5.519.480,52*m²;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Mazuren;425000000
3;3;1;127 m²;0 m²;4;Excelente;9 a 15 años;$ 299.000 COP;$ 3.779.527,56*m²;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Casa;Suba la Campiña;480000000
1;2;1;59 m²;59 m²;6;No definida;1 a 8 años;$ 512.000 COP;$ 8.813.559,32*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Central;520000000
2;2;1;93 m²;93 m²;5;Excelente;9 a 15 años;$ 450.000 COP;$ 5.913.978,49*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;550000000
1;4;0;80 m²;0 m²;2;No definida;16 a 30 años;No definida;$ 4.875.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa Atalayas;390000000
3;2;0;77 m²;77 m²;4;Excelente;más de 30 años;$ 70.000 COP;$ 4.935.064,94*m²;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;2;130 m²;0 m²;6;No definida;16 a 30 años;$ 733.000 COP;$ 7.538.461,54*m²;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Los rosales;980000000
1;2;1;64 m²;0 m²;5;No definida;1 a 8 años;$ 239.000 COP;$ 6.562.500*m²;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Contador;420000000
3;3;2;102 m²;0 m²;6;No definida;9 a 15 años;$ 1.000.000 COP;$ 7.352.941,18*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;750000000
13;6;1;439,74 m²;147 m²;3;Bueno;más de 30 años;No definida;$ 1.546.368,31*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Carvajal;680000000
10;3;4;500 m²;0 m²;4;Excelente;9 a 15 años;No definida;$ 3.300.000*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;1650000000
4;2;1;96 m²;90 m²;4;Bueno;16 a 30 años;$ 225.000 COP;$ 4.270.833,33*m²;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;410000000
4;4;2;160 m²;0 m²;4;Excelente;9 a 15 años;No definida;$ 6.562.500*m²;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafé;1050000000
4;3;1;109 m²;0 m²;3;Bueno;16 a 30 años;$ 160.000 COP;$ 3.348.623,85*m²;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;El Cortijo;365000000
2;2;1;69 m²;63 m²;4;No definida;16 a 30 años;$ 421.100 COP;$ 4.927.536,23*m²;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;EL CEDRO;340000000
3;2;0;51 m²;44 m²;3;Bueno;16 a 30 años;$ 100.000 COP;$ 3.137.254,9*m²;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;Apartamento;Santa Teresa;160000000
4;4;2;160 m²;0 m²;5;Excelente;16 a 30 años;$ 250.000 COP;$ 5.624.375*m²;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;Casa;Malibu;899900000
4;3;1;120 m²;116 m²;4;Bueno;16 a 30 años;$ 440.000 COP;$ 3.666.666,67*m²;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Modelia;440000000
2;1;0;87 m²;0 m²;6;Remodelado;más de 30 años;No definida;$ 5.287.356,32*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;Apartamento;Antiguo Country;460000000
5;3;1;252 m²;252 m²;4;Bueno;más de 30 años;No definida;$ 3.571.428,57*m²;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;Casa;San Nicolas;900000000
2;3;2;156 m²;156 m²;6;No definida;más de 30 años;No definida;$ 6.089.743,59*m²;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;Apartamento;La Cabrera;950000000
4;3;2;140 m²;140 m²;6;Excelente;1 a 8 años;$ 1.500.000 COP;$ 6.785.714,29*m²;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;950000000
3;1;0;51 m²;46 m²;3;Bueno;9 a 15 años;$ 210.000 COP;$ 4.117.647,06*m²;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Colina;210000000
3;4;3;311 m²;311 m²;4;Bueno;9 a 15 años;$ 890.000 COP;$ 5.003.215,43*m²;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Casa;Cerros de Suba;1556000000
3;2;1;67 m²;0 m²;3;Excelente;1 a 8 años;$ 196.000 COP;$ 4.611.940,3*m²;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;309000000
3;2;1;59 m²;59 m²;3;Excelente;menor a 1 año;$ 80.000 COP;$ 4.830.508,47*m²;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;Apartamento;La granja;285000000
2;2;2;63 m²;63 m²;4;Excelente;16 a 30 años;No definida;$ 5.079.365,08*m²;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Usaquén;320000000
3;3;2;234 m²;234 m²;5;Bueno;16 a 30 años;$ 625.000 COP;$ 5.341.880,34*m²;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Apartamento;Colina Campestre;1250000000
2;2;1;96 m²;0 m²;3;Bueno;9 a 15 años;$ 180.000 COP;$ 3.541.666,67*m²;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Casa;El Cortijo;340000000
1;2;2;95 m²;0 m²;6;Excelente;1 a 8 años;$ 820.000 COP;$ 9.000.000*m²;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;Apartamento;El Refugio;855000000
3;2;1;95 m²;88 m²;4;Bueno;16 a 30 años;$ 474.000 COP;$ 5.052.631,58*m²;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Cedritos;480000000
No definida;3;0;216 m²;0 m²;4;Bueno;más de 30 años;No definida;$ 3.472.222,22*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Siete de Agosto;750000000
3;2;3;130 m²;0 m²;4;Excelente;menor a 1 año;$ 400.000 COP;$ 6.769.230,77*m²;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Paredes;880000000
3;2;1;89 m²;0 m²;3;No definida;1 a 8 años;$ 343.800 COP;$ 4.831.460,67*m²;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia;430000000
4;4;3;243 m²;200 m²;3;Bueno;16 a 30 años;No definida;$ 2.469.135,8*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Casa;Marsella;600000000
4;3;0;280 m²;0 m²;3;Excelente;16 a 30 años;No definida;$ 1.142.857,14*m²;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;3;2;160 m²;0 m²;3;No definida;menor a 1 año;No definida;$ 2.368.750*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Kennedy Central;379000000
2;2;1;50 m²;50 m²;3;Excelente;16 a 30 años;No definida;$ 5.100.000*m²;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los alamos;255000000
2;2;2;90 m²;0 m²;4;No definida;9 a 15 años;$ 830.000.000 COP;$ 9.222.222,22*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;830000000
5;3;4;240 m²;240 m²;5;No definida;más de 30 años;No definida;$ 3.750.000*m²;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Casa;Pasadena;900000000
3;2;1;71 m²;71 m²;3;Bueno;más de 30 años;$ 190.000 COP;$ 4.957.746,48*m²;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Bolivia;352000000
6;6;2;585 m²;585 m²;6;No definida;más de 30 años;No definida;$ 7.863.247,86*m²;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Santa Bárbara;4600000000
3;3;2;94 m²;94 m²;5;No definida;1 a 8 años;No definida;$ 7.765.957,45*m²;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SAN IGNACIO SANTA CECILIA;730000000
1;1;1;54,13 m²;0 m²;5;Excelente;9 a 15 años;No definida;$ 6.835.396,27*m²;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;Apartamento;Lisboa;370000000
3;3;2;158 m²;158 m²;4;No definida;16 a 30 años;$ 570.000 COP;$ 4.113.924,05*m²;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Capri;650000000
5;3;1;182 m²;182 m²;4;Bueno;más de 30 años;No definida;$ 3.681.318,68*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;NORMANDÍA OCCIDENTAL;670000000
3;3;6;665 m²;665 m²;4;Bueno;más de 30 años;No definida;$ 2.554.887,22*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Floresta Norte Parcelacin La Torca;1699000000
3;4;2;164 m²;164 m²;6;Excelente;16 a 30 años;$ 854.000 COP;$ 5.121.951,22*m²;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Multicentro;840000000
